log_downloads,maintainer_count,age_days,days_since_update,vuln_count,malware_reports,verified_flags,has_install_script,install_script_kb,has_preinstall,has_postinstall,maintainer_change_count,maintainer_velocity,domain_age_days,executable_binary_count,network_code_files,log_total_files,entropy_max_file,dependency_delta,log_version_count,days_between_versions,log_stars,log_forks,namespace_age_days,download_star_anomaly,label
17.670687,2.000000,5552.633438,74.141333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.087596,138.082066,0.000000,0.000000,5552.633438,0.000000,0.000000
11.288494,1.000000,4197.962281,3534.000028,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.302585,118.663767,0.000000,0.000000,4197.962281,0.000000,0.000000
20.107315,1.000000,5506.465360,19.795894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.465908,141.057945,0.000000,0.000000,5506.465360,0.000000,0.000000
18.378957,1.000000,5471.412108,179.300733,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.295837,122.516759,0.000000,0.000000,5471.412108,0.000000,1.000000
11.488868,1.000000,3338.116561,2728.013944,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.833213,116.281476,0.000000,0.000000,3338.116561,0.000000,0.000000
7.409742,1.000000,4304.145692,4297.863078,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.098612,6.282613,0.000000,0.000000,4304.145692,0.000000,1.000000
18.027509,1.000000,4738.061122,147.811941,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.204693,219.774425,0.000000,0.000000,4738.061122,0.000000,0.000000
17.590606,1.000000,1818.471622,29.079050,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.033086,14.676742,0.000000,0.000000,1818.471622,0.000000,0.000000
17.294691,1.000000,4982.925844,123.233423,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.595120,110.623993,0.000000,0.000000,4982.925844,0.000000,0.000000
14.695423,1.000000,3176.504049,1.377862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.192957,135.767469,0.000000,0.000000,3176.504049,0.000000,0.000000
18.258086,8.000000,5526.972315,90.519779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.553877,17.034047,0.000000,0.000000,5526.972315,0.000000,0.000000
17.036942,1.000000,4545.303849,184.182287,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.094345,108.757385,0.000000,0.000000,4545.303849,0.000000,0.000000
0.000000,1.000000,3809.865494,159.105251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.931826,365.000000,0.000000,0.000000,3809.865494,0.000000,0.000000
